date,title,source,author,link 
2018/01/05,Trump and Iran--Leading From the Front,FOX News,Newt Gingrich,https://www.realclearpolitics.com/2018/01/05/trump_and_iran--leading_from_the_front_430653.html
2018/01/05,Trump's Unfair Attack on Pakistan,CNN,Arsla Jawaid,https://www.realclearpolitics.com/2018/01/05/trump039s_unfair_attack_on_pakistan_430652.html
2018/01/05,It's Time to End Pakistan's Double Game,The National Interest,Zalmay Khalilzad,https://www.realclearpolitics.com/2018/01/05/it039s_time_to_end_pakistan039s_double_game_430646.html
2018/01/05,Is Facebook Driving Our Country Apart?,RealClearPolitics,Kalev Leetaru,https://www.realclearpolitics.com/2018/01/05/is_facebook_driving_our_country_apart_430672.html
2018/01/05,"Publicly, We Say #MeToo. Privately, We Have Misgivings.",NY Times,Daphne Merkin,https://www.realclearpolitics.com/2018/01/05/publicly_we_say_metoo_privately_we_have_misgivings_430685.html
2018/01/05,Trump vs. Obama: Let's Compare Results,National Review,Victor Davis Hanson,https://www.realclearpolitics.com/2018/01/05/trump_vs_obama_let039s_compare_results_430595.html
2018/01/05,Is Something Neurologically Wrong With Trump?,The Atlantic,James Hamblin,https://www.realclearpolitics.com/2018/01/05/is_something_neurologically_wrong_with_trump_430642.html
2018/01/05,Trump's 'Nuclear Button' Attack on Kim Was Good,Washington Examiner,Tom Rogan,https://www.realclearpolitics.com/2018/01/05/trump039s_039nuclear_button039_attack_on_kim_was_good_430643.html
2018/01/05,Saudi Arabia's Chance to Create a Liberal Kingdom,New York Times,Ensaf Haidar,https://www.realclearpolitics.com/2018/01/05/saudi_arabia039s_chance_to_create_a_liberal_kingdom_430681.html
2018/01/05,Manufacturers Intend to Deliver on Tax Reform's Promise,RCP,Jay Timmons,https://www.realclearpolitics.com/2018/01/05/manufacturers_intend_to_deliver_on_tax_reform039s_promise_430671.html
2018/01/05,A New Health Care Strategy for Democrats,American Prospect,Paul Starr,https://www.realclearpolitics.com/2018/01/05/a_new_health_care_strategy_for_democrats_430651.html
2018/01/05,Why the Trump/Bannon War Was Always Inevitable,Hot Air,Allahpundit,https://www.realclearpolitics.com/2018/01/05/why_the_trumpbannon_war_was_always_inevitable_430679.html
2018/01/05,The Takeaway: Giving the Founders Fits,RealClearPolitics,Tom Bevan,https://www.realclearpolitics.com/2018/01/05/the_takeaway_giving_the_founders_fits_430670.html
2018/01/05,The Awkward Aftermath of the Trump-Bannon Divorce,US News,David Catanese,https://www.realclearpolitics.com/2018/01/05/the_awkward_aftermath_of_the_trump-bannon_divorce_430735.html
2018/01/05,The Democrats' 'Russian Descent',Wall Street Journal,Kimberley Strassel,https://www.realclearpolitics.com/2018/01/05/the_democrats039_039russian_descent039_430688.html
2018/01/05,Paul Manafort's Desperate Legal Gamble,Politico,Eisen,https://www.realclearpolitics.com/2018/01/05/paul_manafort039s_desperate_legal_gamble_430686.html
2018/01/05,Trump Rises With Bannon's Fall,NBC News,Jonathan Allen,https://www.realclearpolitics.com/2018/01/05/trump_rises_with_bannon039s_fall_430663.html
2018/01/05,Trump's Presidency Is More Than Abnormal; It's Dangerous,Wkly Std,Stephen Hayes,https://www.realclearpolitics.com/2018/01/05/trump039s_presidency_is_more_than_abnormal_it039s_dangerous_430699.html
2018/01/05,The Real Nutcase Is Not Donald Trump,Rush Limbaugh Show,Rush Limbaugh,https://www.realclearpolitics.com/2018/01/05/the_real_nutcase_is_not_donald_trump_430736.html
2018/01/05,Iran Protest 'Support' Is Likely to Backfire on Trump,Bloomberg,Leonid Bershidsky,https://www.realclearpolitics.com/2018/01/05/iran_protest_039support039_is_likely_to_backfire_on_trump_430734.html
2018/01/05,"Trump, Tehran and the Failure of Obama's Iran Deal",CBS News,Michael Graham,https://www.realclearpolitics.com/2018/01/05/trump_tehran_and_the_failure_of_obama039s_iran_deal_430592.html
2018/01/05,Does FBI's Clinton Email Matter Need a Fresh Look? Yes.,Washington Post,Ed Rogers,https://www.realclearpolitics.com/2018/01/05/does_fbi039s_clinton_email_matter_need_a_fresh_look_yes_430607.html
2018/01/05,Smart Republicans Will Shun the Mueller Smear Campaign,RCP,A.B. Stoddard,https://www.realclearpolitics.com/2018/01/05/smart_republicans_will_shun_the_mueller_smear_campaign_430717.html
2018/01/05,The Western Elite From a Chinese Perspective,American Affairs,Puzhong Yao,https://www.realclearpolitics.com/2018/01/05/the_western_elite_from_a_chinese_perspective_430731.html
2018/01/04,"This Time, We Will Not Be Silent on Iran",Washington Post,Vice President Mike Pence,https://www.realclearpolitics.com/2018/01/04/this_time_we_will_not_be_silent_on_iran_430606.html
2018/01/04,My Button's Bigger Than Yours,New York Times,Gail Collins,https://www.realclearpolitics.com/2018/01/04/my_button039s_bigger_than_yours_430600.html
2018/01/04,Will the DOJ and FBI Start Investigating Themselves?,FOX News,John Fund,https://www.realclearpolitics.com/2018/01/04/will_the_doj_and_fbi_start_investigating_themselves_430548.html
2018/01/04,'Fire and Fury': Inside Trump's White House,New York Magazine,Michael Wolff,https://www.realclearpolitics.com/2018/01/04/039fire_and_fury039_inside_trump039s_white_house_430544.html
2018/01/04,Michael Wolff's Unbelievable Tell-All About Trump,Washington Post,Aaron Blake,https://www.realclearpolitics.com/2018/01/04/michael_wolff039s_unbelievable_tell-all_about_trump_430570.html
2018/01/04,The Ground Is Shifting Under Obamacare,Townhall,Scott Rasmussen,https://www.realclearpolitics.com/2018/01/04/the_ground_is_shifting_under_obamacare_430586.html
2018/01/04,Republican Tax Bill Is a Trojan Horse,Baltimore Sun,Jules Witcover,https://www.realclearpolitics.com/2018/01/04/republican_tax_bill_is_a_trojan_horse_430438.html
2018/01/04,The Price of a Border Wall: A Trade for Dems to Consider,Roll Call,Walter Shapiro,https://www.realclearpolitics.com/2018/01/04/the_price_of_a_border_wall_a_trade_for_dems_to_consider_430505.html
2018/01/04,The Challenges That Populist Movements Face,The New Criterion,James Piereson,https://www.realclearpolitics.com/2018/01/04/the_challenges_that_populist_movements_face_430591.html
2018/01/04,Trump-Bannon Feud Spills Into Republican Primary Races,RCP,Huey-Burns,https://www.realclearpolitics.com/2018/01/04/trump-bannon_feud_spills_into_republican_primary_races_430585.html
2018/01/04,The Black Swans of 2018,Politico,Michael Dempsey,https://www.realclearpolitics.com/2018/01/04/the_black_swans_of_2018_430588.html
2018/01/04,How Trump's Foreign Policy Started to Sing,New York Post,Ralph Peters,https://www.realclearpolitics.com/2018/01/04/how_trump039s_foreign_policy_started_to_sing_430603.html
2018/01/04,America Is Not in Retreat. It's a Rogue Superpower.,The New Republic,Jeet Heer,https://www.realclearpolitics.com/2018/01/04/america_is_not_in_retreat_it039s_a_rogue_superpower_430610.html
2018/01/04,Why the Angry Feminist Movement Has Fallen Short,The Federalist,D.C. McAllister,https://www.realclearpolitics.com/2018/01/04/why_the_angry_feminist_movement_has_fallen_short_430590.html
2018/01/04,Real Change Will Require the Patriarchy Reforming Itself,Daily Beast,Lisa Senecal,https://www.realclearpolitics.com/2018/01/04/real_change_will_require_the_patriarchy_reforming_itself_430593.html
2018/01/04,Bridging Conservative Divides,RealClearPolitics,Peter Berkowitz,https://www.realclearpolitics.com/2018/01/04/bridging_conservative_divides_430584.html
2018/01/04,Which 2020 Democrat Won 2017? (None of Them),Politico,Bill Scher,https://www.realclearpolitics.com/2018/01/04/which_2020_democrat_won_2017_none_of_them_430392.html
2018/01/04,How the Trump-Bannon Alliance Collapsed,Politico,Eliana Johnson,https://www.realclearpolitics.com/2018/01/04/how_the_trump-bannon_alliance_collapsed_430639.html
2018/01/04,Will Trump's Deregulatory Boom Save Republicans in '18?,Federalist,Jonathan Tobin,https://www.realclearpolitics.com/2018/01/04/will_trump039s_deregulatory_boom_save_republicans_in_03918_430635.html
2018/01/04,How to Avoid Stumbling Into a North Korea Catastrophe,CNN,Sen. Tim Kaine,https://www.realclearpolitics.com/2018/01/04/how_to_avoid_stumbling_into_a_north_korea_catastrophe_430613.html
2018/01/04,"Trump Is Right, This Time, About Iran",New York Times,Roger Cohen,https://www.realclearpolitics.com/2018/01/04/trump_is_right_this_time_about_iran_430488.html
2018/01/04,Beating a Hasty Retreat From the Steele Dossier,National Review,Andrew McCarthy,https://www.realclearpolitics.com/2018/01/04/beating_a_hasty_retreat_from_the_steele_dossier_430612.html
2018/01/04,Bannon Is 100% Right About Russia and the Trump Campaign,CNN,Chris Cillizza,https://www.realclearpolitics.com/2018/01/04/bannon_is_100_right_about_russia_and_the_trump_campaign_430552.html
2018/01/04,A Fortune Teller's Reckoning in 2018,Wall Street Journal,Karl Rove,https://www.realclearpolitics.com/2018/01/04/a_fortune_teller039s_reckoning_in_2018_430634.html
2018/01/04,The Eleven Most Ridiculously PC Moments of 2017,National Review,Katherine Timpf,https://www.realclearpolitics.com/2018/01/04/the_eleven_most_ridiculously_pc_moments_of_2017_430589.html
2018/01/04,P.C. Language Saved My Life,New York Times,Giancarlo Valentine,https://www.realclearpolitics.com/2018/01/04/pc_language_saved_my_life_430583.html
2018/01/04,2017: A Year of Reaction and Resistance,American Prospect,Peter Dreier,https://www.realclearpolitics.com/2018/01/04/2017_a_year_of_reaction_and_resistance_430518.html
2018/01/04,The Best Thing About Trump: He's No Throne Sniffer,Washington Times,Charles Hurt,https://www.realclearpolitics.com/2018/01/04/the_best_thing_about_trump_he039s_no_throne_sniffer_430394.html
2018/01/03,The View of the Blinkered,American Greatness,Victor Davis Hanson,https://www.realclearpolitics.com/2018/01/03/the_view_of_the_blinkered_430519.html
2018/01/03,The Republicans' Fake Investigations,New York Times,Glenn Simpson,https://www.realclearpolitics.com/2018/01/03/the_republicans039_fake_investigations_430487.html
2018/01/03,Trump Right to Tell Iran That the World Is Watching,Washington Post,David Ignatius,https://www.realclearpolitics.com/2018/01/03/trump_right_to_tell_iran_that_the_world_is_watching_430481.html
2018/01/03,A Light Touch on Iran,The American Conservative,Matt Purple,https://www.realclearpolitics.com/2018/01/03/a_light_touch_on_iran_430509.html
2018/01/03,Here Come the Animal Spirits,The American Spectator,William Murchison,https://www.realclearpolitics.com/2018/01/03/here_come_the_animal_spirits_430483.html
2018/01/03,Can the Economy Keep Calm and Carry On?,New York Times,Paul Krugman,https://www.realclearpolitics.com/2018/01/03/can_the_economy_keep_calm_and_carry_on_430386.html
2018/01/03,"On 2018 Elections, Nothing Is Written in Stone",Roll Call,David Winston,https://www.realclearpolitics.com/2018/01/03/on_2018_elections_nothing_is_written_in_stone_430504.html
2018/01/03,How Trump Made Special Elections Great Again,The Atlantic,Michelle Cottle,https://www.realclearpolitics.com/2018/01/03/how_trump_made_special_elections_great_again_430444.html
2018/01/03,5 Worst Obama Echo Chamber Talking Points on Iran,The Federalist,David Harsanyi,https://www.realclearpolitics.com/2018/01/03/5_worst_obama_echo_chamber_talking_points_on_iran_430506.html
2018/01/03,Iran in Turmoil--to Trump's Delight,The New Yorker,Robin Wright,https://www.realclearpolitics.com/2018/01/03/iran_in_turmoil--to_trump039s_delight_430522.html
2018/01/03,Orrin Hatch's Simple Act of Kindness,CNN,David Axelrod,https://www.realclearpolitics.com/2018/01/03/orrin_hatch039s_simple_act_of_kindness_430501.html
2018/01/03,An Unfond Farewell to Un-statesman Orrin Hatch,Townhall,Michelle Malkin,https://www.realclearpolitics.com/2018/01/03/an_unfond_farewell_to_un-statesman_orrin_hatch_430503.html
2018/01/03,The New Reformer DAs,The American Prospect,Justin Miller,https://www.realclearpolitics.com/2018/01/03/the_new_reformer_das_430517.html
2018/01/03,The Critics of Proactive Policing Are Wrong,City Journal,Heather Mac Donald,https://www.realclearpolitics.com/2018/01/03/the_critics_of_proactive_policing_are_wrong_430513.html
2018/01/03,The Future of Trumpism Is on Campus,The Atlantic,Elaine Godfrey,https://www.realclearpolitics.com/2018/01/03/the_future_of_trumpism_is_on_campus_430456.html
2018/01/03,After the Fires: Gratitude and Anxiety,RealClearPolitics,Lou Cannon,https://www.realclearpolitics.com/2018/01/03/after_the_fires_gratitude_and_anxiety_430482.html
2018/01/03,"Inside Silicon Valley's Secret, Orgiastic Dark Side",Vanity Fair,Emily Chang,https://www.realclearpolitics.com/2018/01/03/inside_silicon_valley039s_secret_orgiastic_dark_side_430453.html
2018/01/03,How Democrats Can Win Across America in 2018,USA Today,Maslin,https://www.realclearpolitics.com/2018/01/03/how_democrats_can_win_across_america_in_2018_430563.html
2018/01/03,Here's How Trump Can Score Some Wins in 2018,The Hill,Ned Ryun,https://www.realclearpolitics.com/2018/01/03/here039s_how_trump_can_score_some_wins_in_2018_430561.html
2018/01/03,Steve Bannon Comes Back to Haunt Donald Trump,The Atlantic,David Graham,https://www.realclearpolitics.com/2018/01/03/steve_bannon_comes_back_to_haunt_donald_trump_430551.html
2018/01/03,Trump Goes Nuclear on Bannon,Hot Air,Allahpundit,https://www.realclearpolitics.com/2018/01/03/trump_goes_nuclear_on_bannon_430554.html
2018/01/03,America's Warped Narcissism on the World Stage,The Week,Damon Linker,https://www.realclearpolitics.com/2018/01/03/america039s_warped_narcissism_on_the_world_stage_430565.html
2018/01/03,What Washington Can Do to Support Iran's Protesters,New York Post,Goldberg,https://www.realclearpolitics.com/2018/01/03/what_washington_can_do_to_support_iran039s_protesters_430496.html
2018/01/03,My Life as a NYT Reporter in the Shadow of War on Terror,Intercept,James Risen,https://www.realclearpolitics.com/2018/01/03/my_life_as_a_nyt_reporter_in_the_shadow_of_war_on_terror_430527.html
2018/01/03,Donald Trump Evicted Liz Warren From the CFPB,The Weekly Standard,Ronald Rubin,https://www.realclearpolitics.com/2018/01/03/donald_trump_evicted_liz_warren_from_the_cfpb_430560.html
2018/01/03,Dubious Investments Further Imperil Calif. Pension Plan,RealClearPolitics,Jeff Patch,https://www.realclearpolitics.com/2018/01/03/dubious_investments_further_imperil_calif_pension_plan_430484.html
2018/01/03,California's Marijuana Market: Beginning of End of Prohibition,Vox,German Lopez,https://www.realclearpolitics.com/2018/01/03/california039s_marijuana_market_beginning_of_end_of_prohibition_430516.html
2018/01/03,FDR and the Birth of 'The March of Dimes',RealClearPolitics,Carl Cannon,https://www.realclearpolitics.com/2018/01/03/fdr_and_the_birth_of_039the_march_of_dimes039_430539.html
2018/01/02,The Uprising in Iran: 'This Is What Revolution Looks Like',Maclean's,Terry Glavin,https://www.realclearpolitics.com/2018/01/02/the_uprising_in_iran_039this_is_what_revolution_looks_like039_430399.html
2018/01/02,The Protesters in Iran Need Our Help,New York Post,Benny Avni,https://www.realclearpolitics.com/2018/01/02/the_protesters_in_iran_need_our_help_430383.html
2018/01/02,How Can Trump Help Iran's Protesters? Be Quiet,New York Times,Philip Gordon,https://www.realclearpolitics.com/2018/01/02/how_can_trump_help_iran039s_protesters_be_quiet_430384.html
2018/01/02,Trump Reverses the Obama Doctrine on Iran,National Review,Ben Shapiro,https://www.realclearpolitics.com/2018/01/02/trump_reverses_the_obama_doctrine_on_iran_430401.html
2018/01/02,These Are the Top 10 Risks to the World in 2018,Time,Ian Bremmer,https://www.realclearpolitics.com/2018/01/02/these_are_the_top_10_risks_to_the_world_in_2018_430400.html
2018/01/02,"This New Year, Tell Trump: Enough",Washington Post,E.J. Dionne,https://www.realclearpolitics.com/2018/01/02/this_new_year_tell_trump_enough_430377.html
